시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,
신림현대종합상가,상설장,서울특별시 관악구 신림로29길 8,서울특별시 관악구 서림동 1694,매일,37.4755696757,126.932810464,43,농·수산물 등,,,Y,N,1993,02-875-4271,2018-01-01,
신원시장,상설장,서울특별시 관악구 신원로3길 20-3,서울특별시 관악구 신원동 1587-26,매일,37.4820645397,126.927377646,119,농·수산물 등,온누리상품권,sinwonsijang.com,Y,Y,1980,02-854-5453,2018-01-01,
관악신사시장,상설장,서울특별시 관악구 난곡로74길 58,서울특별시 관악구 신사동 494-7,매일,37.486303233,126.916966678,100,농·수산물 등,온누리상품권,kwanaksinsa.alltheway.kr,Y,Y,1977,02-855-1994,2018-01-01,
조원동 펭귄시장,상설장,서울특별시 관악구 남부순환로143나길 7,서울특별시 관악구 조원동 541-6,매일,37.4828606593,126.911023334,73,농·수산물 등,온누리상품권,,N,N,1978,02-857-3810,2018-01-01,
인헌시장,상설장,서울특별시 관악구 인헌6길 16,서울특별시 관악구 인헌동 1638-22,매일,37.4740990251,126.966007951,52,농·수산물 등,온누리상품권,inhunmarket.com,N,Y,1980,070-8104-2665,2018-01-01,
서원동상점가,상설장,서울특별시 관악구 원신1길 28-1,서울특별시 관악구 삼성동 808-495,매일,37.4705168626,126.932900902,228,농·수산물 등,,,Y,N,1970,02-889-1233,2018-01-01,
중앙시장,상설장,경상북도 문경시 중앙시장 32-9 일원,경상북도 문경시 점촌동 159-1번지 일원,매일,36.5945028,128.1981941,200,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1954,054-556-1230,2018-02-19,
(유)중앙시장,상설장,경상북도 문경시 중앙로 87,경상북도 문경시 점촌동 197-14번지,매일,36.594478,128.197188,60,"은행, 식당, 과일 등",온누리상품권,-,Y,Y,1997,054-555-2402,2018-02-19,
신흥시장,상설장,경상북도 문경시 신흥시장길 19 일원,경상북도 문경시 흥덕동 794-1번지 일원,"매일,3일, 8일",36.602161,128.204312,110,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1995,054-553-3208,2018-02-19,
문경시장,5일장,경상북도 문경시 문경읍 주흘로 33 일원,경상북도 문경시 문경읍 하리 90-1번지 일원,"2일, 7일",36.736374,128.107281,52,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1965,054-571-0492,2018-02-19,
가은아자개시장,상설장,경상북도 문경시 가은읍 가은5길 7 일원,경상북도 문경시 가은읍 왕릉리 275-26번지 일원,"매일,4일, 9일",36.646798,128.060868,57,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1981,054-571-9811,2018-02-19,
농암시장,5일장,경상북도 문경시 농암면 농암2길 12 일원,경상북도 문경시 농암면 농암리 195-44번지 일원,"5일, 10일",36.6012591,128.0054054,2,"농산물, 생필품, 수산물, 잡화 등",없음,-,Y,Y,1981,054-571-3001,2018-02-19,
동로시장,5일장,경상북도 문경시 동로면 여우목로 2788-2 일원,경상북도 문경시 동로면 적성리 559-1번지 일원,"3일,8일",36.773826,128.3145235,4,"농산물, 생필품, 수산물, 잡화 등",없음,-,Y,Y,1965,054-552-8002,2018-02-19,
한민시장,상설장,대전광역시 서구 가장동94(괴정동),대전광역시 서구 괴정동 88-6,매일,36.3345827041,127.384266272,240,"생필품,농수산물",온누리상품권,,Y,Y,2006,042-522-9094,2018-02-13,
통복시장,상설+오일장,경기도 평택시 통복시장로 25번길 10,경기도 평택시 통복동 70-29,"매일(5일, 10일)",36.997786,127.085074,625,"농산물, 생필품, 수산물,잡화 등",온누리상품권,http://tongbokmk.modoo.at/,Y,Y,2005,031-658-0489,2018-02-19,
중앙시장,상설,경기도 평택시 중앙시장로 18-4,경기도 평택시 신장동 318-24,매일,37.079828,127.052358,183,"농산물, 생필품, 수산물,잡화 등",온누리상품권,없음,Y,Y,2005,031-647-3009,2018-02-19,
서정시장,상설+오일장,경기도 평택시 서정역로 47번길 20,경기도 평택시 서정동 317-15,"매일(2일, 7일)",37.057191,127.054925,173,"농산물, 생필품, 수산물,잡화 등",온누리상품권,없음,Y,Y,2006,031-666-4676,2018-02-19,
안중시장,상설+오일장,경기도 평택시 안중읍 안현로서3길 29,경기도 평택시 안중읍 안중리 267-1,"매일(1일, 6일)",36.987444,126.928291,172,"농산물, 생필품, 수산물,잡화 등",온누리상품권,없음,Y,Y,2006,031-686-9979,2018-02-19,
송북시장,상설+오일장,경기도 평택시 탄현로346번길 24,경기도 평택시 지산동 745-14,"매일(4일, 9일)",37.082068,127.057097,130,"농산물, 생필품, 수산물,잡화 등","온누리상품권, 전자상품권",http://www.sbsijang.co.kr/,Y,Y,2006,031-662-3368,2018-02-19,
서문시장2지구 종합상가,상설장,대구광역시 중구 큰장로28길 25,대구광역시 중구 대신동 115-67,매일,35.870075,128.580790,1494,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,http://www.seomun.net/,Y,Y,1915,053-257-2289,2018-01-01,
염매시장,상설장,대구광역시 중구 종로 8,대구광역시 중구 덕산동 38,매일,35.866732,128.592380,116,"농산물, 생필품, 수산물, 잡화 등",온누리상품권+전자상품권,,Y,Y,1962,053-252-3831,2018-01-01,
동국철물시장,상설장,대구광역시 중구 북성로 45,대구광역시 중구 수창동 94-1,매일,35.873755,128.586506,13,철물,온누리상품권+전자상품권,,Y,N,1969,053-255-0675,2018-01-01,
교동시장,상설장,대구광역시 중구 교동2길 11,대구광역시 중구 교동 51-1,매일,35.873340,128.597787,240,"전자,농산물",온누리상품권+전자상품권,,Y,Y,1971,053-427-0443,2018-01-01,
중앙시장,상설장,대구광역시 중구 경상감영길 101,대구광역시 중구 포정동 21-3,매일,35.872582,128.593213,40,잡화,온누리상품권+전자상품권,,Y,N,1972,053-257-3630,2018-01-01,
서문시장제1지구직물시장,상설장,대구광역시 중구 큰장로28길 10,대구광역시 중구 대신동 115-379,매일,35.869408,128.579856,383,"이불,커튼",온누리상품권+전자상품권,http://www.seomun.net/,Y,Y,1974,053-254-9870,2018-01-01,
중곡제일골목시장,상설장,서울특별시 광진구 긴고랑로11길 14 (중곡동),서울특별시 광진구 중곡동 221-6,매일,37.5638839976,127.081765646,143,"농산물, 생필품, 과일 등",온누리상품권,http://junggokmarket.co.kr/main_category/market/market1.html,Y,Y,1970,02-466-5003,2018-02-21,
자양골목시장,상설장,서울특별시 광진구 자양로13길 59 (자양동),서울특별시 광진구 자양동 631-18,매일,37.5337979782,127.081592494,135,"농산물, 생필품, 과일 등",온누리상품권,http://blog.naver.com/oowwqqpp,Y,Y,1972,02-458-1624,2018-02-21,
노룬산골목시장,상설장,서울특별시 광진구 뚝섬로 491 (자양동),서울특별시 광진구 자양동 44-2,매일,37.5364861176,127.064877166,52,"농산물, 생필품, 과일 등",온누리상품권,,Y,N,1970,02-465-2103,2018-02-21,
영동교골목시장,상설장,서울특별시 광진구 동일로10길 30 (자양동),서울특별시 광진구 자양동 246-111,매일,37.538015022,127.063389476,94,"농산물, 생필품, 과일 등",온누리상품권,,N,N,1970,02-463-9686,2018-02-21,
화양제일골목시장,상설장,서울특별시 광진구 아차산로29길 59 (화양동),서울특별시 광진구 화양동 34-72,매일,37.5434897846,127.069291763,86,"농산물, 생필품, 과일 등",온누리상품권,,N,N,1980,02-465-6221,2018-02-21,
신내당시장,상설장,대구광역시 달서구 야외음악당로39길 62,대구광역시 달서구 두류동 486-1,매일,35.854633,128.553876,95,,온누리상품권,,Y,N,1981,053-651-3940,2018-02-13,
두류종합시장,상설장,대구광역시 달서구 당산동길 9,대구광역시 달서구 성당동 704-5,매일,35.845499,128.545161,138,,온누리상품권,,Y,N,1984,053-651-1301,2018-02-13,
서남시장,상설장,대구광역시 달서구 달구벌대로329길 17,대구광역시 달서구 감삼동 55-5,매일,35.854376,128.5451725,132,,온누리상품권,,Y,Y,1984,053-565-3226,2018-02-13,
월배시장,상설장,대구광역시 달서구 월배로24길 13,대구광역시 달서구 진천동 241-3,매일,35.814063,128.527415,105,,온누리상품권,,Y,N,1985,053-632-3265,2018-02-13,
송경종합시장,상설장,대구광역시 달서구 앞산순환로49길 73,대구광역시 달서구 송현동 1941-3,매일,35.8270982258,128.551535,20,,온누리상품권,,Y,N,1988,053-624-9007,2018-02-13,
서대구시장,상설장,대구광역시 달서구 명덕로2길 30,"대구광역시 달서구 두류동 1216-1,5",매일,35.860513,128.570867,35,,온누리상품권,,Y,N,1970,053-626-9981,2018-02-13,
달서송림,상설장,대구광역시 달서구 구마로 176,대구광역시 달서구 본동 225-1,매일,35.83685349,128.547078,18,,온누리상품권,,N,N,1983,053-624-1271,2018-02-13,
달서시장,상설장,대구광역시 달서구 당산로 35,"대구광역시 달서구 본리동 145-2,5",매일,35.840377,128.544197,265,,온누리상품권,,Y,N,2006,053-524-5716,2018-02-13,
와룡시장,상설장,대구광역시 달서구 성서서로 69-7,대구광역시 달서구 신당동 1788-3,매일,35.855824,128.499341,206,,온누리상품권,,Y,N,2006,053-588-5652,2018-02-13,
송현주공시장,상설장,대구광역시 달서구 송현로12안길 38,대구광역시 달서구 송현동 1948-3,매일,35.822674,128.5481762,55,,온누리상품권,,Y,Y,2007,,2018-02-13,
대동시장,상설장,대구광역시 달서구 상원로 22-24,대구광역시 달서구 상인동 1472-1,매일,35.811678,128.537817,100,,온누리상품권,,Y,N,2007,053-635-2250,2018-02-13,
대곡시장,상설장,대구광역시 달서구 도원로 24,대구광역시 달서구 도원동 1432,매일,35.807592,128.5354576,72,,온누리상품권,,Y,N,2007,053-638-1195,2018-02-13,
도원시장,상설장,대구광역시 달서구 도원로 동길 8,대구광역시 달서구 도원동 1437-1,매일,35.807608,128.536764,54,,온누리상품권,,Y,N,2007,,2018-02-13,
상원시장,상설장,대구광역시 달서구 상인로 9,대구광역시 달서구 상인동 1582-4,매일,35.809041,128.551324,77,,온누리상품권,,Y,N,2008,,2018-02-13,
성서용산시장,상설장,대구광역시 달서구 성지로 66-1,대구광역시 달서구 용산동 421-1,매일,35.855143,128.521388,149,,온누리상품권,,Y,N,2009,053-583-0233,2018-02-13,
용산종합큰시장,상설장,대구광역시 달서구 달구벌대로301길 187-11,대구광역시 달서구 용산동 933,매일,35.858059,128.531186,51,,온누리상품권,,Y,N,1910,053-559-1616,2018-02-13,
대구예전우시장,상설장,대구광역시 달서구 야외음악당로47길 111,대구광역시 달서구 두류동 136-6,매일,35.858576,128.562006,73,,온누리상품권,,Y,N,1911,053-656-5716,2018-02-13,
월배신시장,상설장,대구광역시 달서구 월배로28안길 54,대구광역시 달서구 진천동 239-23,매일,35.813249,128.527918,53,,온누리상품권,,Y,N,1913,053-638-5253,2018-02-13,
신내당시장 상점가,상설장,대구광역시 달서구 달구벌대로 1726-16,대구광역시 달서구 두류동 489-6,매일,35.855805,128.554591,78,,온누리상품권,,Y,N,2009,053-629-8015,2018-02-13,
성서아울렛타운,상설장,대구광역시 달서구 달서대로 431,대구광역시 달서구 호림동 20-1,매일,35.837855,128.491391,123,,온누리상품권,,Y,N,2013,053-586-1164,2018-02-13,
성서보성화성상가,상설장,대구광역시 달서구 계대동문로 99,대구광역시 달서구 이곡동 1191,매일,35.856233,128.503132,10,,온누리상품권,,Y,N,1994,053-582-5236,2018-02-13,
보성은하상가,상설장,대구광역시 달서구 월곡로 320,대구광역시 달서구 상인동 42,매일,35.822537,128.535295,18,,온누리상품권,,Y,N,1994,053-638-0552,2018-02-13,
상인영남화성상가,상설장,대구광역시 달서구 상인서로 76,대구광역시 달서구 상인동 1517,매일,35.817301,128.542965,31,,온누리상품권,,Y,N,1993,053-637-1407,2018-02-13,
두류신시장,상설장,대구광역시 달서구 당산동길 27,대구광역시 달서구 성당동 706-21,매일,35.84527578,128.5462282,73,,온누리상품권,,N,N,1905,,2018-02-13,
두류젊음의 광장,상설장,대구광역시 달서구 달구벌대로344길 1,대구광역시 달서구 두류동 490-5,매일,35.85598482,128.553824,53,,온누리상품권,,N,N,1905,053-651-2200,2018-02-13,
보은전통시장,5일장,충청북도 보은군 보은읍 삼산로 17-6,충청북도 보은군 보은읍 삼산리 137번지 일원,"1,6",36.4839597723,127.720046905,35,"야채,과일 등",온누리 및 지역상품권,무,Y,Y,1964,043-540-3232,2018-02-19,
보은종합시장,5일장,충청북도 보은군 보은읍 삼산로 3길 12,충청북도 보은군 보은읍 삼산리 135번지 일원,"1,6",36.4830270811,127.719301772,107,"의류,이불 등",온누리 및 지역상품권,무,Y,Y,1964,043-540-3232,2018-02-19,
회인시장,5일장,충청북도 보은군 회인면 회인로 34,충청북도 보은군 회인면 중앙리 59-15번지 일원,"4,9",36.4905208372,127.597858318,32,"정육,과일 등",온누리 및 지역상품권,무,N,N,1981,043-540-3232,2018-02-19,
원남시장,5일장,충청북도 보은군 삼승면 원남로 3길 9-1,충청북도 보은군 마로면 원남리 190번지 일원,"3,8",36.3964263341,127.733033816,55,"요식업, 방앗간 등",온누리 및 지역상품권,무,Y,Y,1960,043-540-3232,2018-02-19,
관기시장,5일장,충청북도 보은군 마로면 관기4길 1,충청북도 보은군 삼승면 관기리 293번지 일원,"4,9",36.4350820255,127.820036499,78,"미용실,슈퍼 등",온누리 및 지역상품권,무,Y,Y,1964,043-540-3232,2018-02-19,
북부산시장,상설장,부산광역시 사상구 사상로285번길 8-3(덕포동),부산광역시 사상구 덕포1동 422-16,매일,35.1706422062,128.981945703,139,잡화,,,Y,N,1978,051-301-7552,2018-02-19,
경동인츠빌,상설장,부산광역시 사상구 냉정로120(주례동),부산광역시 사상구 주례2동 55-139,매일,35.1494073455,129.013389844,23,잡화,,,Y,Y,2005,051-893-9171,2018-02-19,
녹번시장,상설장,서울특별시 은평구 은평로 204-4(응암동),서울특별시 은평구 응암동 74-7,매일,37.600932,126.930687,30,"농수축산물, 생필품, 잡화 등",,,N,N,1966,02-353-5334,2018-02-14,
연서시장,상설장,서울특별시 은평구 통일로 850(불광동),서울특별시 은평구 불광동 310-118,매일,37.6192792,126.922238,117,"농수축산물, 생필품, 잡화 등",온누리상품권,,Y,N,1975,02-355-1272,2018-02-14,
역촌중앙시장,상설장,서울특별시 은평구 연서로17길 18-6(갈현동),서울특별시 은평구 갈현동 467-1,매일,37.613245,126.916164,56,"농수축산물, 생필품, 잡화 등",온누리상품권,,N,N,1970,02-359-8595,2018-02-14,
증산종합시장,상설장,서울특별시 은평구 증산로3길 12(증산동),서울특별시 은평구 증산동 184-9,매일,37.581473,126.9050606,60,"농수축산물, 생필품, 잡화 등",온누리상품권,,N,N,1978,02-373-5990,2018-02-14,
대림시장,상설장,서울특별시 은평구 응암로4길 22(응암동),서울특별시 은평구 응암동 754-1,매일,37.5868514,126.9177112,104,"농수축산물, 생필품, 잡화 등",온누리상품권,,Y,N,1979,02-302-1666,2018-02-14,
